"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"세종특별자치시",,세종특별자치시 고운동 1456,다목적,1,200,A.1)공원시설방향 2)공원좌측방향 3)공원우측방향 4)공원우측도로(산방향),30,,044-300-2454,36.507003,127.2308328957,2019-09-20
"세종특별자치시",,세종특별자치시 고운동 1839,다목적,1,200,A.1)공원시설방향 2)공원입구방향 3)단독주택부지방향 4)공원입구방향,30,,044-300-2454,36.5011653730,127.2342616812,2019-09-20
"세종특별자치시",,세종특별자치시 고운동 1987,다목적,1,200,A.1)공원입구방향 2)공원시설방향 3)공원앞사거리방향 4)공원우측방향,30,,044-300-2454,36.501003,127.2390216998,2019-09-20
"세종특별자치시",,세종특별자치시 아름동 804,다목적,1,200,A.1)공원시설방향 2)화장실방향 3)공원입구방향 4)공원시설방향,30,,044-300-2454,36.5230923720,127.2550124498,2019-09-20
"세종특별자치시",,세종특별자치시 아름동 883,다목적,1,200,A.1)공원좌측방향 2)공원우측방향 3)세종교회방향 4)단독주택방향,30,,044-300-2454,36.5198690551,127.2482117712,2019-09-20
"세종특별자치시",,세종특별자치시 아름동 1129,다목적,1,200,A.1)공원시설방향 2)근린시설방향 3)근린시설방향 4)단독주택방향,30,,044-300-2454,36.5205294798,127.2533864309,2019-09-20
"세종특별자치시",,세종특별자치시 아름동 1348,다목적,1,200,A.1)공원시설방향 2)천변길방향 3)나래초등학교방향 4)공원내미끄럼틀,30,,044-300-2454,36.5089942425,127.2455206950,2019-09-20
"세종특별자치시",,세종특별자치시 종촌동 681,다목적,1,200,A.1)공원시설방향 2)공원벤치방향 3)공원그네방향 4)공원미끄럼틀,30,,044-300-2454,36.503409,127.2419384681,2019-09-20
"세종특별자치시",,세종특별자치시 종촌동 676,다목적,1,200,A.1)공원근린시설방향 2)공원시설방향 3)천변길방향 4)=3,30,,044-300-2454,36.5036070975,127.2468798232,2019-09-20
"세종특별자치시",,세종특별자치시 도담동 401,다목적,1,200,A.1)방축천-저류지방향 2)체육시설방향 3)하천방향 4)청주방향,30,,044-300-2454,36.5216238084,127.2597433181,2019-09-20
"세종특별자치시",,세종특별자치시 도담동 490,다목적,1,200,A.1)공원좌측방향 2)공원시설방향 3)근린시설방향 4)공원좌측방향,30,,044-300-2454,36.5201574705,127.2623935463,2019-09-20
"세종특별자치시",,세종특별자치시 도담동 646,다목적,1,200,A.1)공원좌측방향 2)공원우측방향 3)공원벤치방향 4)주민센터방향,30,,044-300-2454,36.5151397645,127.2621846679,2019-09-20
"세종특별자치시",,세종특별자치시 어진동 642,다목적,1,200,A.1)공원좌측방향 2)공원중앙방향 3)공원우측방향 4)공원중앙방향,30,,044-300-2454,36.495882,127.2688359466,2019-09-20
"세종특별자치시",,세종특별자치시 한솔동 959,다목적,1,200,A.1)저류지방향 2)공주방향 3)청사방향 4)체육시설방향,30,,044-300-2454,36.4772639131,127.2567220958,2019-09-20
"세종특별자치시",,세종특별자치시 한솔동 1234,다목적,1,200,A.1)첫마을방향 2)저류지방향 3)강변방향 4)첫마을방향,30,,044-300-2454,36.4753330572,127.2559014476,2019-09-20
"세종특별자치시",,세종특별자치시 한솔동 979,다목적,1,200,A.1)7단지뒤저류지 2)공주방향 3)상류방향(첫마을방향) 4)=3,30,,044-300-2454,36.4713292833,127.2568335101,2019-09-20
"세종특별자치시",,세종특별자치시 가람동 621-9,다목적,1,200,A.1)난방공사앞도로(저류지방향) 2)강변방향 3)공주방향(주유소뒷쪽도로) 4)저류지방향,30,,044-300-2454,36.4653121252,127.2448743236,2019-09-20
"세종특별자치시",,세종특별자치시 도담동 679,다목적,3,200,"A.1,3)깐깐한족발앞 2,4)고봉민김밥옆길 C.굽네치킨앞 D.3단지방면",30,,044-300-2454,36.5142278347,127.2576233214,2019-09-20
"세종특별자치시",,세종특별자치시 고운동 1383,다목적,3,200,A.가락뜰공원 C.두루중옆길 D.두루초중 사잇길,30,,044-300-2454,36.5188174193,127.2374199471,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 보통리 390-5,다목적,2,200,1)조치원아울렛 2)대한민국부동산,30,,044-300-2454,36.555063,127.2748235549,2019-09-20
"세종특별자치시",,세종특별자치시 장군면 금암리 411-1,다목적,2,200,1)한국영상대 2)세종.공주갈림길,30,,044-300-2454,36.4395028991,127.2070325676,2019-09-20
"세종특별자치시",세종특별자치시 장군면 장척로 407,세종특별자치시 장군면 도계리 154-1,다목적,2,200,1)장기중 2)대교리,30,,044-300-2454,36.4975294162,127.2057325187,2019-09-20
"세종특별자치시",세종특별자치시 금남면 산림박물관길 110,세종특별자치시 금남면 도남리 2-2,다목적,2,200,1)금강수목원 2)농협연수원,30,,044-300-2454,36.4377003679,127.2327428837,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 신흥리 88-6,다목적,4,200,1)신흥주공아파트 2)하이마트 3)KT세종지사 4)신흥초,30,,044-300-2454,36.5958091697,127.2909354276,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 번암리 107-1,다목적,4,200,1)대한민국부동산 2)장애인복지관 3)홈플러스출입구 4)타이어뱅크,30,,044-300-2454,36.585996,127.2959986287,2019-09-20
"세종특별자치시",,세종특별자치시 부강면 부강리 401-211,다목적,1,200,1)S-오일주유소,30,,044-300-2454,36.5324122585,127.3637607544,2019-09-20
"세종특별자치시",,세종특별자치시 부강면 부강리 402-7,다목적,1,200,1)부강주유소,30,,044-300-2454,36.5313429729,127.3639840375,2019-09-20
"세종특별자치시",,세종특별자치시 부강면 부강리 1020-6,다목적,1,200,1)다래노래연습장,30,,044-300-2454,36.5327379633,127.3606347360,2019-09-20
"세종특별자치시",,세종특별자치시 부강면 부강리 402-9,다목적,1,200,1)중앙교회예배당,30,,044-300-2454,36.5314702569,127.3638362297,2019-09-20
"세종특별자치시",,세종특별자치시 부강면 부강리 881-2,다목적,1,200,1)버스정류장,30,,044-300-2454,36.5281189341,127.3619366061,2019-09-20
"세종특별자치시",,세종특별자치시 부강면 부강리 928-2,다목적,1,200,1)부용어린이집,30,,044-300-2454,36.5297917559,127.3606839919,2019-09-20
"세종특별자치시",,세종특별자치시 부강면 부강리 971,다목적,1,200,1)대광빌라,30,,044-300-2454,36.5297725196,127.3623110938,2019-09-20
"세종특별자치시",,세종특별자치시 부강면 부강리 427-5,다목적,1,200,1)청솔아파트,30,,044-300-2454,36.529116,127.3645365935,2019-09-20
"세종특별자치시",,세종특별자치시 부강면 부강리 883-4,다목적,1,200,1)부용어린이집뒤편,30,,044-300-2454,36.5264417,127.3616503284,2019-09-20
"세종특별자치시",세종특별자치시 장군면 장척로 567,세종특별자치시 장군면 봉안리 375-5,다목적,3,200,1)CU편의점 골목 2)세종방향 3)대교리 방향,30,,044-300-2454,36.4994166694,127.2207299286,2019-09-20
"세종특별자치시",세종특별자치시 장군면 장척로 436,세종특별자치시 장군면 도계리 6-1,다목적,2,200,1)한다리삼거리2) 장군면사무소방향,30,,044-300-2454,36.4989993100,127.2082678710,2019-09-20
"세종특별자치시",세종특별자치시 장군면 장척로 513,세종특별자치시 장군면 봉안리 437-1,다목적,3,200,1)느티나무골목 2)원룸촌 3)장기중,30,,044-300-2454,36.5004599182,127.2159645410,2019-09-20
"세종특별자치시",세종특별자치시 조치원읍 새내로 176,세종특별자치시 조치원읍 서창리 12-4,다목적,4,200,1)S카서비스센터 2)바이크샵옆도로 3)현대아파트 4)경동택배,30,,044-300-2454,36.6075216221,127.2972128624,2019-09-20
"세종특별자치시",세종특별자치시 조치원읍 원마루길 31-1,,다목적,2,200,1)용봉파불고기 2)서창슈퍼,30,,044-300-2454,36.6092865148,127.2904460644,2019-09-20
"세종특별자치시",세종특별자치시 조치원읍 충현로 218,세종특별자치시 조치원읍 서창리 109-7,다목적,3,200,1)약산쌈밥앞 2)하이카프라자 3)버디스크린골프장,30,,044-300-2454,36.6080484812,127.2940673480,2019-09-20
"세종특별자치시",세종특별자치시 조치원읍 안터길 22,세종특별자치시 조치원읍 신안리 136-3,다목적,2,200,1)파크모텔 2)시그마마트,30,,044-300-2454,36.6255420639,127.2878730694,2019-09-20
"세종특별자치시",세종특별자치시 조치원읍 섭골길 59,세종특별자치시 조치원읍 신안리 542,다목적,3,200,1)이편한후문 2)후문앞오솔길 3)산사태방지벽,30,,044-300-2454,36.6153491667,127.2860600464,2019-09-20
"세종특별자치시",,세종특별자치시 고운동 산 170,다목적,2,200,A: 1)온빛초(조치원) 2)나래초(청사) 3)가락5단지 4)나래초B: 종촌초(대전),30,,044-300-2454,36.5095443282,127.2408273293,2019-09-20
"세종특별자치시","세종특별자치시 마음안1로 139(고운동, 가락마을18단지)",,다목적,1,200,1)가락초 2)주택부지(서쪽) 3)두루초(고운프라자( 4)자동크리넷,30,,044-300-2454,36.5215557585,127.2342130004,2019-09-20
"세종특별자치시",세종특별자치시 만남로 146(고운동),,다목적,1,200,1) 성당2) 가락초3) 두루중4)성당,30,,044-300-2454,36.5123306666,127.2400974256,2019-09-20
"세종특별자치시",,세종특별자치시 고운동 703-2,다목적,2,200,A: 1)홍익돈까스(서쪽) 2)가락17단지(두루중) 3)홍익돈까스 4)가락17단지(두루중)   B:  성당(고운고),30,,044-300-2454,36.51600857,127.2349777590,2019-09-20
"세종특별자치시",세종특별자치시 마음안1로 137(고운동),,다목적,1,200,1)성당(고운고) 2)고운프라자 3)두루중 4)성당(고운고),30,,044-300-2454,36.5203010735,127.2361831396,2019-09-20
"세종특별자치시",,세종특별자치시 고운동 산 105,다목적,1,200,1) 두루고방향2)주택부지(누리학교) 3)17단지방향 4)두루고방향,30,,044-300-2454,36.5201214276,127.2338639863,2019-09-20
"세종특별자치시",,세종특별자치시 고운동 786,다목적,1,200,1) 가락611동(종촌초)2) 세종해물당(다름고개)3)스마트큐브 4)고운초뒷길,30,,044-300-2454,36.5159803681,127.2354835905,2019-09-20
"세종특별자치시",세종특별자치시 마음안1로 137(고운동),,다목적,1,200,1)가락18단지(누리고) 2)가락초 3)두루고정문 4)두루고정문,30,,044-300-2454,36.5203010735,127.2361831396,2019-09-20
"세종특별자치시",세종특별자치시 마음안1로 137(고운동),,다목적,1,200,1)가락초(으뜸초) 2)주택부지(공주) 3)두루초(조치원) 4)역사공원(청사),30,,044-300-2454,36.5203010735,127.2361831396,2019-09-20
"세종특별자치시",세종특별자치시 마음안1로 137(고운동),,다목적,2,200,A: 1)온빛초(대전) 2)주유소(조치원) 3)범지기3단지(국제고) 4)방축천(종촌동)  B:두루초(공주),30,,044-300-2454,36.5203010735,127.2361831396,2019-09-20
"세종특별자치시",,세종특별자치시 고운동 산 105,다목적,1,200,1)가락18단지 2)가락17단지 3)두루고 4)가락18단지,30,,044-300-2454,36.5201214276,127.2338639863,2019-09-20
"세종특별자치시",세종특별자치시 정안세종로 1482-50(고운동),,다목적,1,200,1) 고운초(종촌동)2) 주택부지(산) 3)으뜸초(가락초) 4)고운고,30,,044-300-2454,36.5316229035,127.2363068904,2019-09-20
"세종특별자치시",세종특별자치시 만남로 16(고운동),세종특별자치시 고운동 1911,다목적,1,200,1) 스마트큐브(고운초)2)으뜸초(가락초) 3)주택부지(역사공원) 4)고운초(종촌동),30,,044-300-2454,36.5011347293,127.2364820977,2019-09-20
"세종특별자치시",세종특별자치시 만남로 19(고운동),,다목적,1,200,1)(에이스프라자)고운초 2)주택부지(다름고개) 3)가락3단지 4)(에이스프라자)고운초,30,,044-300-2454,36.5014891293,127.2359027510,2019-09-20
"세종특별자치시",세종특별자치시 만남로 20(고운동),,다목적,2,200,A: 1)으뜸초 2)고운초 3)다름고개(산) 4)고운초 B:고운동(가락3단지),30,,044-300-2454,36.5014700280,127.2364473989,2019-09-20
"세종특별자치시",세종특별자치시 만남로 45(고운동),세종특별자치시 고운동 1711,다목적,1,200,1)주택부지 2)고운고(성당) 3)가락3.4단지 4)가락308동뒤(주택부지),30,,044-300-2454,36.5041445532,127.2365001812,2019-09-20
"세종특별자치시",세종특별자치시 만남로 65(고운동),세종특별자치시 고운동 1710,다목적,1,200,1) 고운중2)가락308동(스마트큐브) 3)고운고 4)고운중(종촌동),30,,044-300-2454,36.5053388576,127.2377227655,2019-09-20
"세종특별자치시",,세종특별자치시 고운동 산 136,다목적,2,200,A: 1)으뜸초 2)고운고 3)으뜸초산책길 4)으뜸초(종촌동)B: 가락1101동(가락초),30,,044-300-2454,36.51021392,127.2277732003,2019-09-20
"세종특별자치시",,세종특별자치시 고운동 산 214,다목적,1,200,1)고운중(종촌동) 2)고운고(성당) 3)배수지입구(고운뜰) 4)고운중,30,,044-300-2454,36.5087716773,127.2348175880,2019-09-20
"세종특별자치시",세종특별자치시 만남로 151(고운동),,다목적,1,200,1) 고운초(종촌동)2) 으쯤초(가락초)3)골드프라자(가락3단지) 4)골드프라자앞,30,,044-300-2454,36.5125056603,127.2391155703,2019-09-20
"세종특별자치시",,세종특별자치시 고운동 739-308,다목적,2,200,"A: 1)다름고개(공주) 2)가락3단지(고운동) 3)다름고개 4)가락3단지B: 가재1단지(다빛초,청사)",30,,044-300-2454,36.4998114955,127.2321503762,2019-09-20
"세종특별자치시",세종특별자치시 조치원읍 세종로 2645,,다목적,3,200,1)와리낙지볶음 2)홍익대앞버스정루장 3)와리낙지볶음,30,,044-300-2454,36.6220938964,127.2902749890,2019-09-20
"세종특별자치시",세종특별자치시 조치원읍 오봉로 67,,다목적,4,200,1)연이회선과장옆골목 2)연이회선과장앞도로 3)산책로 4)금남농원,30,,044-300-2454,36.6002526516,127.2756238388,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 신안리 493-5,다목적,3,200,1)로즈타운 2)학사원룸 3)병천순대,30,,044-300-2454,36.6247195456,127.2861033400,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 서창리 304,다목적,3,200,1)어린이집앞 2)청광건설 3)어린이집옆도로,30,,044-300-2454,36.6067896220,127.2920750651,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 명리 12-2,다목적,4,200,1)명동식당 2)제일가물시장 3)알뜰매장 4)중앙씽크,30,,044-300-2454,36.6002661687,127.3022566903,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 남리 490,다목적,4,200,1)장충동왕족발 2)고려인력개발 3)천연수식품 4)세븐일레븐,30,,044-300-2454,36.5956501823,127.3020292163,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 원리 13,다목적,3,200,1)행운게임랜드 2)쉐라톤모텔 3)현대게임랜드,30,,044-300-2454,36.6014409762,127.2994189595,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 남리 487,다목적,3,200,1)오구미3길골목 2)운동시설물 3)가로수길,30,,044-300-2454,36.5978656203,127.3041121238,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 원리 151,다목적,2,200,1)철길옆(욱일방면) 2)용성빌라옆골목,30,,044-300-2454,36.6003424014,127.2951406309,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 보통리 403,다목적,3,200,1)고향마을옆골목 2)세종식당 3)주차장,30,,044-300-2454,36.5539908529,127.2773163230,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 연기리 744-10,다목적,3,200,1)버스정류장방향 2)한방오리 3)미추원추추어탕,30,,044-300-2454,36.5451650623,127.2775844345,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 연기리 358-1,다목적,3,200,1)하얀벽돌집 2)마을입구 3)개사육장,30,,044-300-2454,36.5451804,127.2796121601,2019-09-20
"세종특별자치시",,세종특별자치시 연동면 송용리 183-8,다목적,3,200,1)마을방향 2)조치원방향 3)면사무소방향,30,,044-300-2454,36.5615170811,127.3230404520,2019-09-20
"세종특별자치시",,세종특별자치시 연동면 응암리 834,다목적,3,200,1)굴다리방면 2)응암1리마을입구 3)마을입구언덕,30,,044-300-2454,36.5415615035,127.3426290993,2019-09-20
"세종특별자치시",,세종특별자치시 부강면 문곡리 380-1,다목적,2,200,1)굴다리방면 2)잘풀리는집공장,30,,044-300-2454,36.530684,127.3969017361,2019-09-20
"세종특별자치시",,세종특별자치시 부강면 부강리 1171,다목적,5,200,1)공영주차장 2)부강파출소 3)사계절마트 4)왕천파닭 E)굽는집호프,30,,044-300-2454,36.5311184947,127.3644394667,2019-09-20
"세종특별자치시",,세종특별자치시 금남면 용포리 146-12,다목적,4,200,1)금남제일교회 2)금남전업사 3)재래시장 4)농협하나로마트,30,,044-300-2454,36.4654135542,127.2821636318,2019-09-20
"세종특별자치시",,세종특별자치시 금남면 용포리 89-9,다목적,4,200,1)두진아파트 2)소방서 3)금남현대자동차서비스 4)동호카서비스,30,,044-300-2454,36.4635238576,127.2782009414,2019-09-20
"세종특별자치시",,세종특별자치시 금남면 발산리 26-2,다목적,3,200,1)성덕리 2)대평리 3)대전,30,,044-300-2454,36.4559059752,127.2847576243,2019-09-20
"세종특별자치시",,세종특별자치시 금남면 부용리 587-1,다목적,3,200,1)마을 2)집현리 3)금호리,30,,044-300-2454,36.4981602485,127.3438602757,2019-09-20
"세종특별자치시",,세종특별자치시 금남면 두만리 336-2,다목적,3,200,1)국곡리 2)마을안쪽 3)감성리,30,,044-300-2454,36.434344,127.2832567573,2019-09-20
"세종특별자치시",,세종특별자치시 금남면 남곡리 78-1,다목적,3,200,1)마을회관 2)황용리 방향 3)영치리 방향,30,,044-300-2454,36.4702181,127.3138970629,2019-09-20
"세종특별자치시",,세종특별자치시 금남면 축산리 343-2,다목적,3,200,1)금천리 방향 2)축산리 마을입구 3)1번국도 방향(감성리),30,,044-300-2454,36.4415050822,127.3008690635,2019-09-20
"세종특별자치시",세종특별자치시 만남로 170(고운동),세종특별자치시 고운동 1398,다목적,2,200,A: 1)고운초(조치원) 2)단독주택주지(종촌동) 3)단독주택부지(공주) 4)고운초(조치원)  B: 양푼이동태탕(대전),30,,044-300-2454,36.5143242853,127.2399651520,2019-09-20
